16.9170 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x10fe85320>, name='window1', pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.1382 	EXP 	window1: recordFrameIntervals = False
25.0831 	EXP 	window1: recordFrameIntervals = False
25.0832 	WARNING 	We overshot the intended duration of ITI_isi by 0.4516s. The intervening code took too long to execute.
25.0841 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
25.0846 	EXP 	New trial (rep=0, index=0): None
25.0902 	EXP 	fixed_fixation: autoDraw = True
29.7183 	DATA 	Keypress: space
29.7350 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
29.7353 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
29.7356 	EXP 	New trial (rep=0, index=0): None
29.7668 	EXP 	fixed_fixation: autoDraw = False
29.7668 	EXP 	feedback_score: text = 'Your trial score is 1. \nYour total score is 1'
29.7668 	EXP 	feedback_score: autoDraw = True
29.9354 	DATA 	Keypress: space
30.7363 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
31.5476 	EXP 	New trial (rep=1, index=0): None
31.5477 	EXP 	window1: recordFrameIntervals = False
31.5477 	EXP 	window1: recordFrameIntervals = False
31.5707 	EXP 	feedback_score: autoDraw = False
31.5708 	EXP 	window1: recordFrameIntervals = False
32.8054 	EXP 	window1: recordFrameIntervals = False
32.8054 	WARNING 	We overshot the intended duration of ITI_isi by 0.7576s. The intervening code took too long to execute.
32.8060 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
32.8063 	EXP 	New trial (rep=0, index=0): None
32.8234 	EXP 	fixed_fixation: autoDraw = True
33.7435 	DATA 	Keypress: space
34.2446 	DATA 	Keypress: space
35.2803 	DATA 	Keypress: space
35.4808 	DATA 	Keypress: space
35.6488 	DATA 	Keypress: space
35.7980 	DATA 	Keypress: space
36.5163 	DATA 	Keypress: space
36.5327 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
36.5330 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
36.5333 	EXP 	New trial (rep=0, index=0): None
36.5646 	EXP 	fixed_fixation: autoDraw = False
36.5646 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 1.3'
36.5646 	EXP 	feedback_score: autoDraw = True
37.5342 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
38.3309 	EXP 	New trial (rep=2, index=0): None
38.3310 	EXP 	window1: recordFrameIntervals = False
38.3310 	EXP 	window1: recordFrameIntervals = False
38.3351 	EXP 	feedback_score: autoDraw = False
38.3351 	EXP 	window1: recordFrameIntervals = False
39.6624 	EXP 	window1: recordFrameIntervals = False
39.6624 	WARNING 	We overshot the intended duration of ITI_isi by 0.8314s. The intervening code took too long to execute.
39.6630 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
39.6634 	EXP 	New trial (rep=0, index=0): None
39.6712 	EXP 	fixed_fixation: autoDraw = True
40.8253 	DATA 	Keypress: space
41.0259 	DATA 	Keypress: space
41.1594 	DATA 	Keypress: space
41.6104 	DATA 	Keypress: space
41.7772 	DATA 	Keypress: space
41.9443 	DATA 	Keypress: space
42.9298 	DATA 	Keypress: space
42.9462 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
42.9465 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
42.9468 	EXP 	New trial (rep=0, index=0): None
42.9783 	EXP 	fixed_fixation: autoDraw = False
42.9783 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 1.7'
42.9783 	EXP 	feedback_score: autoDraw = True
43.9478 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
44.7607 	EXP 	New trial (rep=3, index=0): None
44.7608 	EXP 	window1: recordFrameIntervals = False
44.7608 	EXP 	window1: recordFrameIntervals = False
44.7655 	EXP 	feedback_score: autoDraw = False
44.7655 	EXP 	window1: recordFrameIntervals = False
45.7030 	EXP 	window1: recordFrameIntervals = False
45.7030 	WARNING 	We overshot the intended duration of ITI_isi by 0.4422s. The intervening code took too long to execute.
45.7036 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
45.7039 	EXP 	New trial (rep=0, index=0): None
45.7175 	EXP 	fixed_fixation: autoDraw = True
47.1721 	DATA 	Keypress: space
47.7902 	DATA 	Keypress: space
47.9404 	DATA 	Keypress: space
49.1763 	DATA 	Keypress: space
49.1929 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
49.1932 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
49.1935 	EXP 	New trial (rep=0, index=0): None
49.2249 	EXP 	fixed_fixation: autoDraw = False
49.2249 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 2.4'
49.2249 	EXP 	feedback_score: autoDraw = True
49.2766 	DATA 	Keypress: space
49.4437 	DATA 	Keypress: space
50.1944 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
50.9932 	EXP 	New trial (rep=4, index=0): None
50.9933 	EXP 	window1: recordFrameIntervals = False
50.9933 	EXP 	window1: recordFrameIntervals = False
51.0121 	EXP 	feedback_score: autoDraw = False
51.0122 	EXP 	window1: recordFrameIntervals = False
52.3311 	EXP 	window1: recordFrameIntervals = False
52.3311 	WARNING 	We overshot the intended duration of ITI_isi by 0.8378s. The intervening code took too long to execute.
52.3317 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
52.3321 	EXP 	New trial (rep=0, index=0): None
52.3483 	EXP 	fixed_fixation: autoDraw = True
54.3540 	DATA 	Keypress: space
54.4877 	DATA 	Keypress: space
54.6381 	DATA 	Keypress: space
54.9553 	DATA 	Keypress: space
55.1724 	DATA 	Keypress: space
55.5233 	DATA 	Keypress: space
55.5397 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
55.5401 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
55.5403 	EXP 	New trial (rep=0, index=0): None
55.5719 	EXP 	fixed_fixation: autoDraw = False
55.5719 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 2.8'
55.5719 	EXP 	feedback_score: autoDraw = True
55.6902 	DATA 	Keypress: space
56.5416 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
57.3601 	EXP 	New trial (rep=5, index=0): None
57.3602 	EXP 	window1: recordFrameIntervals = False
57.3602 	EXP 	window1: recordFrameIntervals = False
57.3756 	EXP 	feedback_score: autoDraw = False
57.3757 	EXP 	window1: recordFrameIntervals = False
58.5455 	EXP 	window1: recordFrameIntervals = False
58.5455 	WARNING 	We overshot the intended duration of ITI_isi by 0.6853s. The intervening code took too long to execute.
58.5461 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
58.5465 	EXP 	New trial (rep=0, index=0): None
58.5615 	EXP 	fixed_fixation: autoDraw = True
60.6007 	DATA 	Keypress: space
60.7678 	DATA 	Keypress: space
60.9025 	DATA 	Keypress: space
61.0851 	DATA 	Keypress: space
61.2522 	DATA 	Keypress: space
61.4538 	DATA 	Keypress: space
62.0872 	DATA 	Keypress: space
62.1037 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
62.1041 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
62.1044 	EXP 	New trial (rep=0, index=0): None
62.1358 	EXP 	fixed_fixation: autoDraw = False
62.1358 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 3.1'
62.1358 	EXP 	feedback_score: autoDraw = True
62.2711 	DATA 	Keypress: space
63.1054 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
63.9052 	EXP 	New trial (rep=6, index=0): None
63.9053 	EXP 	window1: recordFrameIntervals = False
63.9053 	EXP 	window1: recordFrameIntervals = False
63.9229 	EXP 	feedback_score: autoDraw = False
63.9230 	EXP 	window1: recordFrameIntervals = False
64.5840 	EXP 	window1: recordFrameIntervals = False
64.5840 	WARNING 	We overshot the intended duration of ITI_isi by 0.1786s. The intervening code took too long to execute.
64.5846 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
64.5849 	EXP 	New trial (rep=0, index=0): None
64.5910 	EXP 	fixed_fixation: autoDraw = True
66.9141 	DATA 	Keypress: space
67.0645 	DATA 	Keypress: space
67.2325 	DATA 	Keypress: space
67.3662 	DATA 	Keypress: space
67.5351 	DATA 	Keypress: space
68.1172 	DATA 	Keypress: space
68.1335 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
68.1338 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
68.1342 	EXP 	New trial (rep=0, index=0): None
68.1654 	EXP 	fixed_fixation: autoDraw = False
68.1654 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 3.5'
68.1654 	EXP 	feedback_score: autoDraw = True
68.2846 	DATA 	Keypress: space
69.1356 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
69.9558 	EXP 	New trial (rep=7, index=0): None
69.9559 	EXP 	window1: recordFrameIntervals = False
69.9559 	EXP 	window1: recordFrameIntervals = False
69.9691 	EXP 	feedback_score: autoDraw = False
69.9692 	EXP 	window1: recordFrameIntervals = False
70.4961 	EXP 	window1: recordFrameIntervals = False
70.4961 	WARNING 	We overshot the intended duration of ITI_isi by 0.0401s. The intervening code took too long to execute.
70.4967 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
70.4970 	EXP 	New trial (rep=0, index=0): None
70.5037 	EXP 	fixed_fixation: autoDraw = True
73.5795 	DATA 	Keypress: space
73.5960 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
73.5966 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
73.5970 	EXP 	New trial (rep=0, index=0): None
73.6270 	EXP 	fixed_fixation: autoDraw = False
73.6270 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 4.4'
73.6270 	EXP 	feedback_score: autoDraw = True
73.7462 	DATA 	Keypress: space
74.5972 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
75.3997 	EXP 	New trial (rep=8, index=0): None
75.3998 	EXP 	window1: recordFrameIntervals = False
75.3998 	EXP 	window1: recordFrameIntervals = False
75.4142 	EXP 	feedback_score: autoDraw = False
75.4143 	EXP 	window1: recordFrameIntervals = False
76.5603 	EXP 	window1: recordFrameIntervals = False
76.5603 	WARNING 	We overshot the intended duration of ITI_isi by 0.6604s. The intervening code took too long to execute.
76.5609 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
76.5612 	EXP 	New trial (rep=0, index=0): None
76.5666 	EXP 	fixed_fixation: autoDraw = True
77.0867 	DATA 	Keypress: space
78.6059 	DATA 	Keypress: space
78.7906 	DATA 	Keypress: space
78.9749 	DATA 	Keypress: space
79.3100 	DATA 	Keypress: space
79.6932 	DATA 	Keypress: space
79.7247 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
79.7250 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
79.7253 	EXP 	New trial (rep=0, index=0): None
79.7567 	EXP 	fixed_fixation: autoDraw = False
79.7567 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 4.8'
79.7567 	EXP 	feedback_score: autoDraw = True
80.7267 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
81.5266 	EXP 	New trial (rep=9, index=0): None
81.5266 	EXP 	window1: recordFrameIntervals = False
81.5267 	EXP 	window1: recordFrameIntervals = False
81.5438 	EXP 	feedback_score: autoDraw = False
81.5439 	EXP 	window1: recordFrameIntervals = False
82.3392 	EXP 	window1: recordFrameIntervals = False
82.3393 	WARNING 	We overshot the intended duration of ITI_isi by 0.3126s. The intervening code took too long to execute.
82.3399 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
82.3402 	EXP 	New trial (rep=0, index=0): None
82.3456 	EXP 	fixed_fixation: autoDraw = True
82.3649 	DATA 	Keypress: space
85.4712 	DATA 	Keypress: space
85.4887 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
85.4892 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
85.4897 	EXP 	New trial (rep=0, index=0): None
85.5190 	EXP 	fixed_fixation: autoDraw = False
85.5190 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 5.7'
85.5190 	EXP 	feedback_score: autoDraw = True
86.4889 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
87.3142 	EXP 	New trial (rep=10, index=0): None
87.3143 	EXP 	window1: recordFrameIntervals = False
87.3143 	EXP 	window1: recordFrameIntervals = False
87.3228 	EXP 	feedback_score: autoDraw = False
87.3228 	EXP 	feedback_score: autoDraw = False
87.3229 	EXP 	window1: recordFrameIntervals = False
88.4949 	EXP 	window1: recordFrameIntervals = False
88.4949 	WARNING 	We overshot the intended duration of ITI_isi by 0.6806s. The intervening code took too long to execute.
88.4955 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
88.4958 	EXP 	New trial (rep=0, index=0): None
88.5087 	EXP 	fixed_fixation: autoDraw = True
90.9329 	DATA 	Keypress: space
91.0668 	DATA 	Keypress: space
91.2675 	DATA 	Keypress: space
91.5008 	DATA 	Keypress: space
91.5167 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
91.5171 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
91.5175 	EXP 	New trial (rep=0, index=0): None
91.5485 	EXP 	fixed_fixation: autoDraw = False
91.5485 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 6.4'
91.5485 	EXP 	feedback_score: autoDraw = True
92.5182 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
93.3272 	EXP 	New trial (rep=11, index=0): None
93.3273 	EXP 	window1: recordFrameIntervals = False
93.3273 	EXP 	window1: recordFrameIntervals = False
93.3356 	EXP 	feedback_score: autoDraw = False
93.3357 	EXP 	window1: recordFrameIntervals = False
94.6135 	EXP 	window1: recordFrameIntervals = False
94.6135 	WARNING 	We overshot the intended duration of ITI_isi by 0.7861s. The intervening code took too long to execute.
94.6141 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
94.6144 	EXP 	New trial (rep=0, index=0): None
94.6218 	EXP 	fixed_fixation: autoDraw = True
98.3486 	DATA 	Keypress: space
98.3648 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
98.3653 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
98.3657 	EXP 	New trial (rep=0, index=0): None
98.3964 	EXP 	fixed_fixation: autoDraw = False
98.3964 	EXP 	feedback_score: text = 'Your trial score is 1. \nYour total score is 7.4'
98.3964 	EXP 	feedback_score: autoDraw = True
98.5325 	DATA 	Keypress: space
99.3662 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
100.1901 	EXP 	New trial (rep=12, index=0): None
100.1902 	EXP 	window1: recordFrameIntervals = False
100.1902 	EXP 	window1: recordFrameIntervals = False
100.2003 	EXP 	feedback_score: autoDraw = False
100.2003 	EXP 	window1: recordFrameIntervals = False
101.2545 	EXP 	window1: recordFrameIntervals = False
101.2545 	WARNING 	We overshot the intended duration of ITI_isi by 0.5642s. The intervening code took too long to execute.
101.2551 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
101.2554 	EXP 	New trial (rep=0, index=0): None
101.2693 	EXP 	fixed_fixation: autoDraw = True
103.0084 	DATA 	Keypress: space
103.1752 	DATA 	Keypress: space
103.3428 	DATA 	Keypress: space
103.5095 	DATA 	Keypress: space
103.9433 	DATA 	Keypress: space
104.1444 	DATA 	Keypress: space
104.5456 	DATA 	Keypress: space
104.5617 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
104.5623 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
104.5627 	EXP 	New trial (rep=0, index=0): None
104.5930 	EXP 	fixed_fixation: autoDraw = False
104.5930 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 7.7'
104.5930 	EXP 	feedback_score: autoDraw = True
105.5629 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
106.3669 	EXP 	New trial (rep=13, index=0): None
106.3671 	EXP 	window1: recordFrameIntervals = False
106.3671 	EXP 	window1: recordFrameIntervals = False
106.3802 	EXP 	feedback_score: autoDraw = False
106.3805 	EXP 	window1: recordFrameIntervals = False
107.5832 	EXP 	window1: recordFrameIntervals = False
107.5832 	WARNING 	We overshot the intended duration of ITI_isi by 0.7161s. The intervening code took too long to execute.
107.5838 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
107.5841 	EXP 	New trial (rep=0, index=0): None
107.5993 	EXP 	fixed_fixation: autoDraw = True
109.3556 	DATA 	Keypress: space
110.6251 	DATA 	Keypress: space
110.6414 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
110.6419 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
110.6425 	EXP 	New trial (rep=0, index=0): None
110.6725 	EXP 	fixed_fixation: autoDraw = False
110.6725 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 8.6'
110.6725 	EXP 	feedback_score: autoDraw = True
110.8103 	DATA 	Keypress: space
110.9923 	DATA 	Keypress: space
111.6419 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
112.4370 	EXP 	New trial (rep=14, index=0): None
112.4371 	EXP 	window1: recordFrameIntervals = False
112.4371 	EXP 	window1: recordFrameIntervals = False
112.4387 	DATA 	Keypress: space
112.4403 	DATA 	Keypress: space
112.4597 	EXP 	feedback_score: autoDraw = False
112.4599 	EXP 	window1: recordFrameIntervals = False
113.1411 	EXP 	window1: recordFrameIntervals = False
113.1412 	WARNING 	We overshot the intended duration of ITI_isi by 0.2040s. The intervening code took too long to execute.
113.1418 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
113.1421 	EXP 	New trial (rep=0, index=0): None
113.1612 	EXP 	fixed_fixation: autoDraw = True
115.9864 	DATA 	Keypress: space
116.1721 	DATA 	Keypress: space
116.2027 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
116.2032 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
116.2036 	EXP 	New trial (rep=0, index=0): None
116.2344 	EXP 	fixed_fixation: autoDraw = False
116.2344 	EXP 	feedback_score: text = 'Your trial score is 0.8. \nYour total score is 9.4'
116.2344 	EXP 	feedback_score: autoDraw = True
116.3538 	DATA 	Keypress: space
117.2041 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
118.0180 	EXP 	New trial (rep=15, index=0): None
118.0181 	EXP 	window1: recordFrameIntervals = False
118.0181 	EXP 	window1: recordFrameIntervals = False
118.0382 	EXP 	feedback_score: autoDraw = False
118.0384 	EXP 	window1: recordFrameIntervals = False
119.4595 	EXP 	window1: recordFrameIntervals = False
119.4596 	WARNING 	We overshot the intended duration of ITI_isi by 0.9414s. The intervening code took too long to execute.
119.4602 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
119.4605 	EXP 	New trial (rep=0, index=0): None
119.4747 	EXP 	fixed_fixation: autoDraw = True
120.3140 	DATA 	Keypress: space
120.5619 	DATA 	Keypress: space
123.2851 	DATA 	Keypress: space
123.3014 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
123.3018 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
123.3022 	EXP 	New trial (rep=0, index=0): None
123.3329 	EXP 	fixed_fixation: autoDraw = False
123.3329 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 10.1'
123.3329 	EXP 	feedback_score: autoDraw = True
124.3027 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
125.1312 	EXP 	New trial (rep=16, index=0): None
125.1312 	EXP 	window1: recordFrameIntervals = False
125.1313 	EXP 	window1: recordFrameIntervals = False
125.1367 	EXP 	feedback_score: autoDraw = False
125.1368 	EXP 	window1: recordFrameIntervals = False
126.3956 	DATA 	Keypress: space
126.5927 	EXP 	window1: recordFrameIntervals = False
126.5927 	WARNING 	We overshot the intended duration of ITI_isi by 0.9614s. The intervening code took too long to execute.
126.5936 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
126.5940 	EXP 	New trial (rep=0, index=0): None
126.6065 	EXP 	fixed_fixation: autoDraw = True
128.7633 	DATA 	Keypress: space
128.9137 	DATA 	Keypress: space
129.0991 	DATA 	Keypress: space
129.2812 	DATA 	Keypress: space
129.4332 	DATA 	Keypress: space
129.6153 	DATA 	Keypress: space
129.6313 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
129.6318 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
129.6322 	EXP 	New trial (rep=0, index=0): None
129.6630 	EXP 	fixed_fixation: autoDraw = False
129.6630 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 10.5'
129.6630 	EXP 	feedback_score: autoDraw = True
130.1324 	DATA 	Keypress: space
130.3334 	DATA 	Keypress: space
130.6332 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
131.4391 	EXP 	New trial (rep=17, index=0): None
131.4392 	EXP 	window1: recordFrameIntervals = False
131.4393 	EXP 	window1: recordFrameIntervals = False
131.4408 	DATA 	Keypress: space
131.4501 	EXP 	feedback_score: autoDraw = False
131.4502 	EXP 	window1: recordFrameIntervals = False
132.3535 	EXP 	window1: recordFrameIntervals = False
132.3536 	WARNING 	We overshot the intended duration of ITI_isi by 0.4143s. The intervening code took too long to execute.
132.3542 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
132.3545 	EXP 	New trial (rep=0, index=0): None
132.3688 	EXP 	fixed_fixation: autoDraw = True
134.8266 	DATA 	Keypress: space
135.0120 	DATA 	Keypress: space
135.1938 	DATA 	Keypress: space
135.3268 	DATA 	Keypress: space
135.4944 	DATA 	Keypress: space
135.5110 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
135.5115 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
135.5121 	EXP 	New trial (rep=0, index=0): None
135.5420 	EXP 	fixed_fixation: autoDraw = False
135.5420 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 11.0'
135.5420 	EXP 	feedback_score: autoDraw = True
135.6615 	DATA 	Keypress: space
136.5121 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
137.3203 	EXP 	New trial (rep=18, index=0): None
137.3204 	EXP 	window1: recordFrameIntervals = False
137.3204 	EXP 	window1: recordFrameIntervals = False
137.3293 	EXP 	feedback_score: autoDraw = False
137.3294 	EXP 	window1: recordFrameIntervals = False
137.8495 	EXP 	window1: recordFrameIntervals = False
137.8496 	WARNING 	We overshot the intended duration of ITI_isi by 0.0291s. The intervening code took too long to execute.
137.8502 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
137.8505 	EXP 	New trial (rep=0, index=0): None
137.8638 	EXP 	fixed_fixation: autoDraw = True
140.9561 	DATA 	Keypress: space
140.9725 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
140.9731 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
140.9736 	EXP 	New trial (rep=0, index=0): None
141.0039 	EXP 	fixed_fixation: autoDraw = False
141.0039 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 11.9'
141.0039 	EXP 	feedback_score: autoDraw = True
141.1231 	DATA 	Keypress: space
141.2735 	DATA 	Keypress: space
141.4405 	DATA 	Keypress: space
141.6418 	DATA 	Keypress: space
141.9735 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
142.7763 	EXP 	New trial (rep=19, index=0): None
142.7764 	EXP 	window1: recordFrameIntervals = False
142.7764 	EXP 	window1: recordFrameIntervals = False
142.7910 	EXP 	feedback_score: autoDraw = False
142.7911 	EXP 	window1: recordFrameIntervals = False
143.8662 	EXP 	window1: recordFrameIntervals = False
143.8662 	WARNING 	We overshot the intended duration of ITI_isi by 0.5898s. The intervening code took too long to execute.
143.8668 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
143.8671 	EXP 	New trial (rep=0, index=0): None
143.8766 	EXP 	fixed_fixation: autoDraw = True
145.4006 	DATA 	Keypress: space
