20.7850 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x10fc53320>, name='window1', pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
53.7289 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
53.7292 	EXP 	New trial (rep=0, index=0): None
53.7374 	EXP 	fixed_fixation: autoDraw = True
54.8086 	DATA 	Keypress: space
55.0257 	DATA 	Keypress: space
55.2430 	DATA 	Keypress: space
55.4592 	DATA 	Keypress: space
55.6610 	DATA 	Keypress: space
56.3621 	DATA 	Keypress: space
56.5464 	DATA 	Keypress: space
56.7149 	DATA 	Keypress: space
57.7307 	DATA 	Keypress: space
57.7473 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
57.7476 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
57.7479 	EXP 	New trial (rep=0, index=0): None
57.7793 	EXP 	fixed_fixation: autoDraw = False
57.7793 	EXP 	feedback_score: text = 'Your trial score is 0.2. \nYour total score is 2.5'
57.7793 	EXP 	feedback_score: autoDraw = True
57.9153 	DATA 	Keypress: space
58.7494 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
59.5169 	EXP 	New trial (rep=5, index=0): None
59.5170 	EXP 	window1: recordFrameIntervals = False
59.5170 	EXP 	window1: recordFrameIntervals = False
59.5331 	EXP 	feedback_score: autoDraw = False
59.5332 	EXP 	window1: recordFrameIntervals = False
60.0230 	EXP 	window1: recordFrameIntervals = False
60.0230 	WARNING 	We overshot the intended duration of ITI_isi by 0.0060s. The intervening code took too long to execute.
60.0239 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
60.0243 	EXP 	New trial (rep=0, index=0): None
60.0341 	EXP 	fixed_fixation: autoDraw = True
62.8758 	DATA 	Keypress: space
63.0595 	DATA 	Keypress: space
63.0761 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
63.0767 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
63.0772 	EXP 	New trial (rep=0, index=0): None
63.1074 	EXP 	fixed_fixation: autoDraw = False
63.1074 	EXP 	feedback_score: text = 'Your trial score is 0.8. \nYour total score is 3.3'
63.1074 	EXP 	feedback_score: autoDraw = True
63.2100 	DATA 	Keypress: space
64.0769 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
64.8504 	EXP 	New trial (rep=6, index=0): None
64.8505 	EXP 	window1: recordFrameIntervals = False
64.8505 	EXP 	window1: recordFrameIntervals = False
64.8611 	EXP 	feedback_score: autoDraw = False
64.8612 	EXP 	window1: recordFrameIntervals = False
66.0373 	EXP 	window1: recordFrameIntervals = False
66.0373 	WARNING 	We overshot the intended duration of ITI_isi by 0.6868s. The intervening code took too long to execute.
66.0379 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
66.0382 	EXP 	New trial (rep=0, index=0): None
66.0470 	EXP 	fixed_fixation: autoDraw = True
67.4851 	DATA 	Keypress: space
67.6854 	DATA 	Keypress: space
67.8535 	DATA 	Keypress: space
68.0366 	DATA 	Keypress: space
69.7397 	DATA 	Keypress: space
69.7562 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
69.7565 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
69.7568 	EXP 	New trial (rep=0, index=0): None
69.7882 	EXP 	fixed_fixation: autoDraw = False
69.7882 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 3.8'
69.7882 	EXP 	feedback_score: autoDraw = True
69.9411 	DATA 	Keypress: space
70.7582 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
71.5469 	EXP 	New trial (rep=7, index=0): None
71.5470 	EXP 	window1: recordFrameIntervals = False
71.5470 	EXP 	window1: recordFrameIntervals = False
71.5587 	EXP 	feedback_score: autoDraw = False
71.5595 	EXP 	window1: recordFrameIntervals = False
72.9786 	EXP 	window1: recordFrameIntervals = False
72.9786 	WARNING 	We overshot the intended duration of ITI_isi by 0.9315s. The intervening code took too long to execute.
72.9792 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
72.9795 	EXP 	New trial (rep=0, index=0): None
72.9951 	EXP 	fixed_fixation: autoDraw = True
75.0020 	DATA 	Keypress: space
75.1705 	DATA 	Keypress: space
75.3379 	DATA 	Keypress: space
75.5361 	DATA 	Keypress: space
75.7023 	DATA 	Keypress: space
76.2710 	DATA 	Keypress: space
76.2875 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
76.2881 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
76.2885 	EXP 	New trial (rep=0, index=0): None
76.3188 	EXP 	fixed_fixation: autoDraw = False
76.3188 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 4.2'
76.3188 	EXP 	feedback_score: autoDraw = True
76.4383 	DATA 	Keypress: space
77.2888 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
78.0534 	EXP 	New trial (rep=8, index=0): None
78.0535 	EXP 	window1: recordFrameIntervals = False
78.0535 	EXP 	window1: recordFrameIntervals = False
78.0725 	EXP 	feedback_score: autoDraw = False
78.0726 	EXP 	window1: recordFrameIntervals = False
78.5822 	EXP 	window1: recordFrameIntervals = False
78.5822 	WARNING 	We overshot the intended duration of ITI_isi by 0.0287s. The intervening code took too long to execute.
78.5828 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
78.5831 	EXP 	New trial (rep=0, index=0): None
78.5904 	EXP 	fixed_fixation: autoDraw = True
80.9478 	DATA 	Keypress: space
81.1306 	DATA 	Keypress: space
81.2977 	DATA 	Keypress: space
81.4487 	DATA 	Keypress: space
81.6157 	DATA 	Keypress: space
81.6334 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
81.6339 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
81.6344 	EXP 	New trial (rep=0, index=0): None
81.6636 	EXP 	fixed_fixation: autoDraw = False
81.6636 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 4.7'
81.6636 	EXP 	feedback_score: autoDraw = True
81.7828 	DATA 	Keypress: space
82.6339 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
83.3944 	EXP 	New trial (rep=9, index=0): None
83.3945 	EXP 	window1: recordFrameIntervals = False
83.3946 	EXP 	window1: recordFrameIntervals = False
83.4007 	EXP 	feedback_score: autoDraw = False
83.4007 	EXP 	feedback_score: autoDraw = False
83.4008 	EXP 	window1: recordFrameIntervals = False
84.3278 	EXP 	window1: recordFrameIntervals = False
84.3279 	WARNING 	We overshot the intended duration of ITI_isi by 0.4332s. The intervening code took too long to execute.
84.3286 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
84.3289 	EXP 	New trial (rep=0, index=0): None
84.3359 	EXP 	fixed_fixation: autoDraw = True
86.5767 	DATA 	Keypress: space
86.7600 	DATA 	Keypress: space
86.9610 	DATA 	Keypress: space
87.1444 	DATA 	Keypress: space
87.3128 	DATA 	Keypress: space
87.4974 	DATA 	Keypress: space
87.5275 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
87.5278 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
87.5284 	EXP 	New trial (rep=0, index=0): None
87.5595 	EXP 	fixed_fixation: autoDraw = False
87.5595 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 5.1'
87.5595 	EXP 	feedback_score: autoDraw = True
88.5294 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
89.3772 	EXP 	New trial (rep=10, index=0): None
89.3773 	EXP 	window1: recordFrameIntervals = False
89.3773 	EXP 	window1: recordFrameIntervals = False
89.3966 	EXP 	feedback_score: autoDraw = False
89.3967 	EXP 	window1: recordFrameIntervals = False
90.7191 	EXP 	window1: recordFrameIntervals = False
90.7191 	WARNING 	We overshot the intended duration of ITI_isi by 0.8417s. The intervening code took too long to execute.
90.7197 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
90.7200 	EXP 	New trial (rep=0, index=0): None
90.7329 	EXP 	fixed_fixation: autoDraw = True
93.2739 	DATA 	Keypress: space
93.4908 	DATA 	Keypress: space
93.6746 	DATA 	Keypress: space
93.8919 	DATA 	Keypress: space
93.9084 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
93.9090 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
93.9095 	EXP 	New trial (rep=0, index=0): None
93.9397 	EXP 	fixed_fixation: autoDraw = False
93.9397 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 5.8'
93.9397 	EXP 	feedback_score: autoDraw = True
94.0927 	DATA 	Keypress: space
94.2761 	DATA 	Keypress: space
94.9097 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
95.6780 	EXP 	New trial (rep=11, index=0): None
95.6781 	EXP 	window1: recordFrameIntervals = False
95.6781 	EXP 	window1: recordFrameIntervals = False
95.6934 	EXP 	feedback_score: autoDraw = False
95.6935 	EXP 	window1: recordFrameIntervals = False
96.6975 	EXP 	window1: recordFrameIntervals = False
96.6975 	WARNING 	We overshot the intended duration of ITI_isi by 0.5194s. The intervening code took too long to execute.
96.6981 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
96.6985 	EXP 	New trial (rep=0, index=0): None
96.7123 	EXP 	fixed_fixation: autoDraw = True
99.9548 	DATA 	Keypress: space
99.9709 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
99.9713 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
99.9717 	EXP 	New trial (rep=0, index=0): None
100.0026 	EXP 	fixed_fixation: autoDraw = False
100.0026 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 6.7'
100.0026 	EXP 	feedback_score: autoDraw = True
100.2221 	DATA 	Keypress: space
100.9722 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
101.7499 	EXP 	New trial (rep=12, index=0): None
101.7500 	EXP 	window1: recordFrameIntervals = False
101.7500 	EXP 	window1: recordFrameIntervals = False
101.7564 	EXP 	feedback_score: autoDraw = False
101.7568 	EXP 	window1: recordFrameIntervals = False
102.6298 	EXP 	window1: recordFrameIntervals = False
102.6299 	WARNING 	We overshot the intended duration of ITI_isi by 0.3798s. The intervening code took too long to execute.
102.6304 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
102.6308 	EXP 	New trial (rep=0, index=0): None
102.6416 	EXP 	fixed_fixation: autoDraw = True
105.7171 	DATA 	Keypress: space
105.7335 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
105.7340 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
105.7346 	EXP 	New trial (rep=0, index=0): None
105.7649 	EXP 	fixed_fixation: autoDraw = False
105.7649 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 7.6'
105.7649 	EXP 	feedback_score: autoDraw = True
105.8843 	DATA 	Keypress: space
106.0847 	DATA 	Keypress: space
106.2509 	DATA 	Keypress: space
106.7346 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
107.4924 	EXP 	New trial (rep=13, index=0): None
107.4925 	EXP 	window1: recordFrameIntervals = False
107.4925 	EXP 	window1: recordFrameIntervals = False
107.5019 	EXP 	feedback_score: autoDraw = False
107.5020 	EXP 	window1: recordFrameIntervals = False
108.4501 	EXP 	window1: recordFrameIntervals = False
108.4501 	WARNING 	We overshot the intended duration of ITI_isi by 0.4576s. The intervening code took too long to execute.
108.4507 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
108.4510 	EXP 	New trial (rep=0, index=0): None
108.4707 	EXP 	fixed_fixation: autoDraw = True
110.5273 	DATA 	Keypress: space
110.7439 	DATA 	Keypress: space
110.8945 	DATA 	Keypress: space
111.0610 	DATA 	Keypress: space
111.1957 	DATA 	Keypress: space
111.4126 	DATA 	Keypress: space
111.5788 	DATA 	Keypress: space
111.5953 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
111.5956 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
111.5958 	EXP 	New trial (rep=0, index=0): None
111.6274 	EXP 	fixed_fixation: autoDraw = False
111.6274 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 7.9'
111.6274 	EXP 	feedback_score: autoDraw = True
111.7800 	DATA 	Keypress: space
112.5974 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
113.3624 	EXP 	New trial (rep=14, index=0): None
113.3625 	EXP 	window1: recordFrameIntervals = False
113.3625 	EXP 	window1: recordFrameIntervals = False
113.3811 	EXP 	feedback_score: autoDraw = False
113.3812 	EXP 	window1: recordFrameIntervals = False
114.2928 	EXP 	window1: recordFrameIntervals = False
114.2928 	WARNING 	We overshot the intended duration of ITI_isi by 0.4302s. The intervening code took too long to execute.
114.2934 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
114.2937 	EXP 	New trial (rep=0, index=0): None
114.2999 	EXP 	fixed_fixation: autoDraw = True
117.3586 	DATA 	Keypress: space
117.3758 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
117.3764 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
117.3769 	EXP 	New trial (rep=0, index=0): None
117.4064 	EXP 	fixed_fixation: autoDraw = False
117.4064 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 8.8'
117.4064 	EXP 	feedback_score: autoDraw = True
117.5415 	DATA 	Keypress: space
117.7093 	DATA 	Keypress: space
117.8756 	DATA 	Keypress: space
118.3764 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
119.1503 	EXP 	New trial (rep=15, index=0): None
119.1504 	EXP 	window1: recordFrameIntervals = False
119.1504 	EXP 	window1: recordFrameIntervals = False
119.1601 	EXP 	feedback_score: autoDraw = False
119.1601 	EXP 	feedback_score: autoDraw = False
119.1602 	EXP 	window1: recordFrameIntervals = False
120.3426 	EXP 	window1: recordFrameIntervals = False
120.3427 	WARNING 	We overshot the intended duration of ITI_isi by 0.6922s. The intervening code took too long to execute.
120.3432 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
120.3435 	EXP 	New trial (rep=0, index=0): None
120.3627 	EXP 	fixed_fixation: autoDraw = True
122.4023 	DATA 	Keypress: space
122.5522 	DATA 	Keypress: space
122.7196 	DATA 	Keypress: space
122.8871 	DATA 	Keypress: space
123.0533 	DATA 	Keypress: space
123.2211 	DATA 	Keypress: space
123.4049 	DATA 	Keypress: space
123.4210 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
123.4214 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
123.4218 	EXP 	New trial (rep=0, index=0): None
123.4526 	EXP 	fixed_fixation: autoDraw = False
123.4526 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 9.1'
123.4526 	EXP 	feedback_score: autoDraw = True
123.5719 	DATA 	Keypress: space
123.7722 	DATA 	Keypress: space
124.4227 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
125.2027 	EXP 	New trial (rep=16, index=0): None
125.2028 	EXP 	window1: recordFrameIntervals = False
125.2028 	EXP 	window1: recordFrameIntervals = False
125.2230 	EXP 	feedback_score: autoDraw = False
125.2231 	EXP 	window1: recordFrameIntervals = False
126.5463 	EXP 	window1: recordFrameIntervals = False
126.5463 	WARNING 	We overshot the intended duration of ITI_isi by 0.8435s. The intervening code took too long to execute.
126.5469 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
126.5472 	EXP 	New trial (rep=0, index=0): None
126.5592 	EXP 	fixed_fixation: autoDraw = True
128.7492 	DATA 	Keypress: space
128.9330 	DATA 	Keypress: space
129.1005 	DATA 	Keypress: space
129.2666 	DATA 	Keypress: space
129.4345 	DATA 	Keypress: space
129.6015 	DATA 	Keypress: space
129.6176 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
129.6181 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
129.6186 	EXP 	New trial (rep=0, index=0): None
129.6490 	EXP 	fixed_fixation: autoDraw = False
129.6490 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 9.5'
129.6490 	EXP 	feedback_score: autoDraw = True
129.7687 	DATA 	Keypress: space
129.9690 	DATA 	Keypress: space
130.6188 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
131.4022 	EXP 	New trial (rep=17, index=0): None
131.4023 	EXP 	window1: recordFrameIntervals = False
131.4023 	EXP 	window1: recordFrameIntervals = False
131.4196 	EXP 	feedback_score: autoDraw = False
131.4200 	EXP 	window1: recordFrameIntervals = False
132.0109 	EXP 	window1: recordFrameIntervals = False
132.0109 	WARNING 	We overshot the intended duration of ITI_isi by 0.1085s. The intervening code took too long to execute.
132.0117 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
132.0122 	EXP 	New trial (rep=0, index=0): None
132.0208 	EXP 	fixed_fixation: autoDraw = True
134.2113 	DATA 	Keypress: space
134.3949 	DATA 	Keypress: space
134.5614 	DATA 	Keypress: space
134.7281 	DATA 	Keypress: space
134.8963 	DATA 	Keypress: space
135.0966 	DATA 	Keypress: space
135.1129 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
135.1135 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
135.1140 	EXP 	New trial (rep=0, index=0): None
135.1441 	EXP 	fixed_fixation: autoDraw = False
135.1441 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 9.9'
135.1441 	EXP 	feedback_score: autoDraw = True
135.2802 	DATA 	Keypress: space
135.4466 	DATA 	Keypress: space
136.1141 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
136.9359 	EXP 	New trial (rep=18, index=0): None
136.9360 	EXP 	window1: recordFrameIntervals = False
136.9360 	EXP 	window1: recordFrameIntervals = False
136.9480 	EXP 	feedback_score: autoDraw = False
136.9483 	EXP 	window1: recordFrameIntervals = False
137.7541 	EXP 	window1: recordFrameIntervals = False
137.7541 	WARNING 	We overshot the intended duration of ITI_isi by 0.3180s. The intervening code took too long to execute.
137.7551 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
137.7556 	EXP 	New trial (rep=0, index=0): None
137.7664 	EXP 	fixed_fixation: autoDraw = True
139.1544 	DATA 	Keypress: space
139.3722 	DATA 	Keypress: space
139.5389 	DATA 	Keypress: space
139.7391 	DATA 	Keypress: space
139.9060 	DATA 	Keypress: space
140.0736 	DATA 	Keypress: space
140.2572 	DATA 	Keypress: space
140.4580 	DATA 	Keypress: space
140.6249 	DATA 	Keypress: space
140.8085 	DATA 	Keypress: space
140.8245 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
140.8250 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
140.8254 	EXP 	New trial (rep=0, index=0): None
140.8563 	EXP 	fixed_fixation: autoDraw = False
140.8563 	EXP 	feedback_score: text = 'Your trial score is 1.11022302463e-16. \nYour total score is 9.9'
