12.7536 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x10f5ff320>, name='window1', pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
78.3673 	EXP 	New trial (rep=0, index=0): None
78.3984 	EXP 	fixed_fixation: autoDraw = False
78.3984 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 6.3'
78.3984 	EXP 	feedback_score: autoDraw = True
78.5344 	DATA 	Keypress: space
79.3679 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
80.1696 	EXP 	New trial (rep=8, index=0): None
80.1697 	EXP 	window1: recordFrameIntervals = False
80.1697 	EXP 	window1: recordFrameIntervals = False
80.1854 	EXP 	feedback_score: autoDraw = False
80.1855 	EXP 	window1: recordFrameIntervals = False
81.4856 	EXP 	window1: recordFrameIntervals = False
81.4857 	WARNING 	We overshot the intended duration of ITI_isi by 0.8160s. The intervening code took too long to execute.
81.4863 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
81.4866 	EXP 	New trial (rep=0, index=0): None
81.5049 	EXP 	fixed_fixation: autoDraw = True
82.8124 	DATA 	Keypress: space
83.0104 	DATA 	Keypress: space
83.1775 	DATA 	Keypress: space
84.1131 	DATA 	Keypress: space
84.5972 	DATA 	Keypress: space
84.6136 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
84.6142 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
84.6147 	EXP 	New trial (rep=0, index=0): None
84.6450 	EXP 	fixed_fixation: autoDraw = False
84.6450 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 6.8'
84.6450 	EXP 	feedback_score: autoDraw = True
84.8978 	DATA 	Keypress: space
85.0974 	DATA 	Keypress: space
85.2310 	DATA 	Keypress: space
85.6148 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
86.4300 	EXP 	New trial (rep=9, index=0): None
86.4301 	EXP 	window1: recordFrameIntervals = False
86.4301 	EXP 	window1: recordFrameIntervals = False
86.4488 	EXP 	feedback_score: autoDraw = False
86.4488 	EXP 	window1: recordFrameIntervals = False
87.6443 	EXP 	window1: recordFrameIntervals = False
87.6444 	WARNING 	We overshot the intended duration of ITI_isi by 0.7142s. The intervening code took too long to execute.
87.6450 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
87.6453 	EXP 	New trial (rep=0, index=0): None
87.6513 	EXP 	fixed_fixation: autoDraw = True
87.7204 	DATA 	Keypress: space
87.8709 	DATA 	Keypress: space
88.0387 	DATA 	Keypress: space
89.7780 	DATA 	Keypress: space
89.9586 	DATA 	Keypress: space
90.0914 	DATA 	Keypress: space
90.2588 	DATA 	Keypress: space
90.4262 	DATA 	Keypress: space
90.5762 	DATA 	Keypress: space
90.7598 	DATA 	Keypress: space
90.7760 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
90.7763 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
90.7766 	EXP 	New trial (rep=0, index=0): None
90.8080 	EXP 	fixed_fixation: autoDraw = False
90.8080 	EXP 	feedback_score: text = 'Your trial score is 1.11022302463e-16. \nYour total score is 6.8'
90.8080 	EXP 	feedback_score: autoDraw = True
91.7777 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
92.5807 	EXP 	New trial (rep=10, index=0): None
92.5808 	EXP 	window1: recordFrameIntervals = False
92.5809 	EXP 	window1: recordFrameIntervals = False
92.5953 	EXP 	feedback_score: autoDraw = False
92.5954 	EXP 	window1: recordFrameIntervals = False
93.8778 	EXP 	window1: recordFrameIntervals = False
93.8778 	WARNING 	We overshot the intended duration of ITI_isi by 0.7969s. The intervening code took too long to execute.
93.8784 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
93.8787 	EXP 	New trial (rep=0, index=0): None
93.8979 	EXP 	fixed_fixation: autoDraw = True
95.6707 	DATA 	Keypress: space
95.8881 	DATA 	Keypress: space
96.5734 	DATA 	Keypress: space
96.8233 	DATA 	Keypress: space
96.9579 	DATA 	Keypress: space
96.9895 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
96.9899 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
96.9903 	EXP 	New trial (rep=0, index=0): None
97.0212 	EXP 	fixed_fixation: autoDraw = False
97.0212 	EXP 	feedback_score: text = 'Your trial score is 0.6. \nYour total score is 7.4'
97.0212 	EXP 	feedback_score: autoDraw = True
97.9911 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
98.7901 	EXP 	New trial (rep=11, index=0): None
98.7901 	EXP 	window1: recordFrameIntervals = False
98.7902 	EXP 	window1: recordFrameIntervals = False
98.8084 	EXP 	feedback_score: autoDraw = False
98.8085 	EXP 	window1: recordFrameIntervals = False
99.8524 	EXP 	window1: recordFrameIntervals = False
99.8524 	WARNING 	We overshot the intended duration of ITI_isi by 0.5622s. The intervening code took too long to execute.
99.8530 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
99.8533 	EXP 	New trial (rep=0, index=0): None
99.8606 	EXP 	fixed_fixation: autoDraw = True
102.5020 	DATA 	Keypress: space
102.6856 	DATA 	Keypress: space
102.9534 	DATA 	Keypress: space
102.9694 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
102.9700 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
102.9705 	EXP 	New trial (rep=0, index=0): None
103.0007 	EXP 	fixed_fixation: autoDraw = False
103.0007 	EXP 	feedback_score: text = 'Your trial score is 0.8. \nYour total score is 8.2'
103.0007 	EXP 	feedback_score: autoDraw = True
103.1362 	DATA 	Keypress: space
103.9703 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
104.7696 	EXP 	New trial (rep=12, index=0): None
104.7697 	EXP 	window1: recordFrameIntervals = False
104.7697 	EXP 	window1: recordFrameIntervals = False
104.7878 	EXP 	feedback_score: autoDraw = False
104.7879 	EXP 	window1: recordFrameIntervals = False
105.6847 	EXP 	window1: recordFrameIntervals = False
105.6848 	WARNING 	We overshot the intended duration of ITI_isi by 0.4150s. The intervening code took too long to execute.
105.6854 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
105.6857 	EXP 	New trial (rep=0, index=0): None
105.7064 	EXP 	fixed_fixation: autoDraw = True
106.2929 	DATA 	Keypress: space
106.4438 	DATA 	Keypress: space
106.6104 	DATA 	Keypress: space
106.7781 	DATA 	Keypress: space
106.8945 	DATA 	Keypress: space
107.1118 	DATA 	Keypress: space
107.4961 	DATA 	Keypress: space
107.6630 	DATA 	Keypress: space
107.8490 	DATA 	Keypress: space
108.3988 	DATA 	Keypress: space
108.5974 	DATA 	Keypress: space
109.3666 	DATA 	Keypress: space
109.3832 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
109.3837 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
109.3842 	EXP 	New trial (rep=0, index=0): None
109.4144 	EXP 	fixed_fixation: autoDraw = False
109.4144 	EXP 	feedback_score: text = 'Your trial score is -0.2. \nYour total score is 8.0'
109.4144 	EXP 	feedback_score: autoDraw = True
109.5501 	DATA 	Keypress: space
110.3849 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
111.1865 	EXP 	New trial (rep=13, index=0): None
111.1867 	EXP 	window1: recordFrameIntervals = False
111.1867 	EXP 	window1: recordFrameIntervals = False
111.2015 	EXP 	feedback_score: autoDraw = False
111.2015 	EXP 	window1: recordFrameIntervals = False
112.4794 	EXP 	window1: recordFrameIntervals = False
112.4795 	WARNING 	We overshot the intended duration of ITI_isi by 0.7928s. The intervening code took too long to execute.
112.4801 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
112.4804 	EXP 	New trial (rep=0, index=0): None
112.4876 	EXP 	fixed_fixation: autoDraw = True
114.8276 	DATA 	Keypress: space
114.9451 	DATA 	Keypress: space
115.1122 	DATA 	Keypress: space
115.2784 	DATA 	Keypress: space
115.4625 	DATA 	Keypress: space
116.1636 	DATA 	Keypress: space
116.1801 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
116.1804 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
116.1807 	EXP 	New trial (rep=0, index=0): None
116.2121 	EXP 	fixed_fixation: autoDraw = False
116.2121 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 8.4'
116.2121 	EXP 	feedback_score: autoDraw = True
116.3482 	DATA 	Keypress: space
117.1825 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
117.9719 	EXP 	New trial (rep=14, index=0): None
117.9719 	EXP 	window1: recordFrameIntervals = False
117.9720 	EXP 	window1: recordFrameIntervals = False
117.9827 	EXP 	feedback_score: autoDraw = False
117.9828 	EXP 	window1: recordFrameIntervals = False
119.1651 	EXP 	window1: recordFrameIntervals = False
119.1652 	WARNING 	We overshot the intended duration of ITI_isi by 0.6931s. The intervening code took too long to execute.
119.1660 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
119.1665 	EXP 	New trial (rep=0, index=0): None
119.1853 	EXP 	fixed_fixation: autoDraw = True
121.1588 	DATA 	Keypress: space
121.3249 	DATA 	Keypress: space
121.5259 	DATA 	Keypress: space
121.6589 	DATA 	Keypress: space
125.2504 	DATA 	Keypress: space
125.2669 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
125.2675 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
125.2680 	EXP 	New trial (rep=0, index=0): None
125.2982 	EXP 	fixed_fixation: autoDraw = False
125.2982 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 8.9'
125.2982 	EXP 	feedback_score: autoDraw = True
125.4177 	DATA 	Keypress: space
125.6193 	DATA 	Keypress: space
126.2681 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
127.0691 	EXP 	New trial (rep=15, index=0): None
127.0692 	EXP 	window1: recordFrameIntervals = False
127.0692 	EXP 	window1: recordFrameIntervals = False
127.0708 	DATA 	Keypress: space
127.0854 	EXP 	feedback_score: autoDraw = False
127.0855 	EXP 	window1: recordFrameIntervals = False
127.6323 	DATA 	Keypress: space
127.6350 	DATA 	Keypress: space
127.8295 	EXP 	window1: recordFrameIntervals = False
127.8296 	WARNING 	We overshot the intended duration of ITI_isi by 0.2603s. The intervening code took too long to execute.
127.8301 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
127.8305 	EXP 	New trial (rep=0, index=0): None
127.8368 	EXP 	fixed_fixation: autoDraw = True
130.7447 	DATA 	Keypress: space
130.9119 	DATA 	Keypress: space
130.9287 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
130.9290 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
130.9293 	EXP 	New trial (rep=0, index=0): None
130.9603 	EXP 	fixed_fixation: autoDraw = False
130.9603 	EXP 	feedback_score: text = 'Your trial score is 0.8. \nYour total score is 9.7'
130.9603 	EXP 	feedback_score: autoDraw = True
131.0465 	DATA 	Keypress: space
131.2459 	DATA 	Keypress: space
131.9300 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
132.7390 	EXP 	New trial (rep=16, index=0): None
132.7391 	EXP 	window1: recordFrameIntervals = False
132.7392 	EXP 	window1: recordFrameIntervals = False
132.7475 	EXP 	feedback_score: autoDraw = False
132.7476 	EXP 	window1: recordFrameIntervals = False
133.9293 	EXP 	window1: recordFrameIntervals = False
133.9294 	WARNING 	We overshot the intended duration of ITI_isi by 0.6902s. The intervening code took too long to execute.
133.9300 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
133.9303 	EXP 	New trial (rep=0, index=0): None
133.9499 	EXP 	fixed_fixation: autoDraw = True
136.1072 	DATA 	Keypress: space
136.2731 	DATA 	Keypress: space
136.4402 	DATA 	Keypress: space
136.6074 	DATA 	Keypress: space
136.7757 	DATA 	Keypress: space
137.1095 	DATA 	Keypress: space
137.1254 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
137.1260 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
137.1265 	EXP 	New trial (rep=0, index=0): None
137.1568 	EXP 	fixed_fixation: autoDraw = False
137.1568 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 10.1'
137.1568 	EXP 	feedback_score: autoDraw = True
137.2760 	DATA 	Keypress: space
137.4434 	DATA 	Keypress: space
138.1269 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
138.9377 	EXP 	New trial (rep=17, index=0): None
138.9378 	EXP 	window1: recordFrameIntervals = False
138.9378 	EXP 	window1: recordFrameIntervals = False
138.9438 	EXP 	feedback_score: autoDraw = False
138.9440 	EXP 	window1: recordFrameIntervals = False
139.6932 	EXP 	window1: recordFrameIntervals = False
139.6932 	WARNING 	We overshot the intended duration of ITI_isi by 0.2554s. The intervening code took too long to execute.
139.6938 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
139.6942 	EXP 	New trial (rep=0, index=0): None
139.7122 	EXP 	fixed_fixation: autoDraw = True
141.7514 	DATA 	Keypress: space
141.9359 	DATA 	Keypress: space
142.1022 	DATA 	Keypress: space
142.2700 	DATA 	Keypress: space
142.4200 	DATA 	Keypress: space
144.4586 	DATA 	Keypress: space
144.4746 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
144.4751 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
144.4756 	EXP 	New trial (rep=0, index=0): None
144.5058 	EXP 	fixed_fixation: autoDraw = False
144.5058 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 10.5'
144.5058 	EXP 	feedback_score: autoDraw = True
144.5911 	DATA 	Keypress: space
145.4757 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
146.2896 	EXP 	New trial (rep=18, index=0): None
146.2897 	EXP 	window1: recordFrameIntervals = False
146.2897 	EXP 	window1: recordFrameIntervals = False
146.3096 	EXP 	feedback_score: autoDraw = False
146.3097 	EXP 	window1: recordFrameIntervals = False
147.5150 	EXP 	window1: recordFrameIntervals = False
147.5151 	WARNING 	We overshot the intended duration of ITI_isi by 0.7253s. The intervening code took too long to execute.
147.5157 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
147.5160 	EXP 	New trial (rep=0, index=0): None
147.5288 	EXP 	fixed_fixation: autoDraw = True
148.1333 	DATA 	Keypress: space
148.3325 	DATA 	Keypress: space
148.4689 	DATA 	Keypress: space
149.3184 	DATA 	Keypress: space
149.4853 	DATA 	Keypress: space
149.6515 	DATA 	Keypress: space
149.7860 	DATA 	Keypress: space
150.7718 	DATA 	Keypress: space
150.7876 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
150.7879 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
150.7883 	EXP 	New trial (rep=0, index=0): None
150.8192 	EXP 	fixed_fixation: autoDraw = False
150.8192 	EXP 	feedback_score: text = 'Your trial score is 0.2. \nYour total score is 10.7'
150.8192 	EXP 	feedback_score: autoDraw = True
151.7894 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
152.5949 	EXP 	New trial (rep=19, index=0): None
152.5950 	EXP 	window1: recordFrameIntervals = False
152.5950 	EXP 	window1: recordFrameIntervals = False
