11.6233 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x10f453320>, name='window1', pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
43.8874 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
43.8877 	EXP 	New trial (rep=0, index=0): None
43.8944 	EXP 	fixed_fixation: autoDraw = True
47.2363 	DATA 	Keypress: space
47.2528 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
47.2531 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
47.2534 	EXP 	New trial (rep=0, index=0): None
47.2848 	EXP 	fixed_fixation: autoDraw = False
47.2848 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 3.6'
47.2848 	EXP 	feedback_score: autoDraw = True
47.4371 	DATA 	Keypress: space
47.6538 	DATA 	Keypress: space
48.2543 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
49.0519 	EXP 	New trial (rep=5, index=0): None
49.0520 	EXP 	window1: recordFrameIntervals = False
49.0520 	EXP 	window1: recordFrameIntervals = False
49.0721 	EXP 	feedback_score: autoDraw = False
49.0721 	EXP 	window1: recordFrameIntervals = False
50.3340 	EXP 	window1: recordFrameIntervals = False
50.3340 	WARNING 	We overshot the intended duration of ITI_isi by 0.7819s. The intervening code took too long to execute.
50.3346 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
50.3349 	EXP 	New trial (rep=0, index=0): None
50.3413 	EXP 	fixed_fixation: autoDraw = True
52.3138 	DATA 	Keypress: space
52.5480 	DATA 	Keypress: space
52.7982 	DATA 	Keypress: space
53.0154 	DATA 	Keypress: space
53.2491 	DATA 	Keypress: space
53.4829 	DATA 	Keypress: space
53.4994 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
53.4997 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
53.5000 	EXP 	New trial (rep=0, index=0): None
53.5315 	EXP 	fixed_fixation: autoDraw = False
53.5315 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 4.0'
53.5315 	EXP 	feedback_score: autoDraw = True
53.7001 	DATA 	Keypress: space
54.5013 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
55.2891 	EXP 	New trial (rep=6, index=0): None
55.2892 	EXP 	window1: recordFrameIntervals = False
55.2892 	EXP 	window1: recordFrameIntervals = False
55.3019 	EXP 	feedback_score: autoDraw = False
55.3020 	EXP 	window1: recordFrameIntervals = False
56.7682 	EXP 	window1: recordFrameIntervals = False
56.7683 	WARNING 	We overshot the intended duration of ITI_isi by 0.9790s. The intervening code took too long to execute.
56.7689 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
56.7692 	EXP 	New trial (rep=0, index=0): None
56.7884 	EXP 	fixed_fixation: autoDraw = True
58.4114 	DATA 	Keypress: space
58.6614 	DATA 	Keypress: space
58.8788 	DATA 	Keypress: space
59.0623 	DATA 	Keypress: space
59.2984 	DATA 	Keypress: space
59.5462 	DATA 	Keypress: space
60.3309 	DATA 	Keypress: space
60.3476 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
60.3479 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
60.3482 	EXP 	New trial (rep=0, index=0): None
60.3794 	EXP 	fixed_fixation: autoDraw = False
60.3794 	EXP 	feedback_score: text = 'Your trial score is 0.3. \nYour total score is 4.3'
60.3794 	EXP 	feedback_score: autoDraw = True
61.3492 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
62.1393 	EXP 	New trial (rep=7, index=0): None
62.1394 	EXP 	window1: recordFrameIntervals = False
62.1394 	EXP 	window1: recordFrameIntervals = False
62.1499 	EXP 	feedback_score: autoDraw = False
62.1500 	EXP 	window1: recordFrameIntervals = False
63.5575 	EXP 	window1: recordFrameIntervals = False
63.5575 	WARNING 	We overshot the intended duration of ITI_isi by 0.9180s. The intervening code took too long to execute.
63.5581 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
63.5585 	EXP 	New trial (rep=0, index=0): None
63.5696 	EXP 	fixed_fixation: autoDraw = True
66.3107 	DATA 	Keypress: space
66.5283 	DATA 	Keypress: space
66.7452 	DATA 	Keypress: space
66.7618 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
66.7624 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
66.7629 	EXP 	New trial (rep=0, index=0): None
66.7931 	EXP 	fixed_fixation: autoDraw = False
66.7931 	EXP 	feedback_score: text = 'Your trial score is 0.8. \nYour total score is 5.1'
66.7931 	EXP 	feedback_score: autoDraw = True
66.9460 	DATA 	Keypress: space
67.1629 	DATA 	Keypress: space
67.7629 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
68.5573 	EXP 	New trial (rep=8, index=0): None
68.5574 	EXP 	window1: recordFrameIntervals = False
68.5574 	EXP 	window1: recordFrameIntervals = False
68.5636 	EXP 	feedback_score: autoDraw = False
68.5637 	EXP 	window1: recordFrameIntervals = False
69.3157 	EXP 	window1: recordFrameIntervals = False
69.3157 	WARNING 	We overshot the intended duration of ITI_isi by 0.2583s. The intervening code took too long to execute.
69.3163 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
69.3166 	EXP 	New trial (rep=0, index=0): None
69.3320 	EXP 	fixed_fixation: autoDraw = True
73.0756 	DATA 	Keypress: space
73.0918 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
73.0923 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
73.0926 	EXP 	New trial (rep=0, index=0): None
73.1231 	EXP 	fixed_fixation: autoDraw = False
73.1231 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 6.0'
73.1231 	EXP 	feedback_score: autoDraw = True
73.3095 	DATA 	Keypress: space
73.5267 	DATA 	Keypress: space
73.7604 	DATA 	Keypress: space
73.9944 	DATA 	Keypress: space
74.0930 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
74.9023 	EXP 	New trial (rep=9, index=0): None
74.9023 	EXP 	window1: recordFrameIntervals = False
74.9024 	EXP 	window1: recordFrameIntervals = False
74.9041 	DATA 	Keypress: space
74.9057 	DATA 	Keypress: space
74.9104 	EXP 	feedback_score: autoDraw = False
74.9105 	EXP 	window1: recordFrameIntervals = False
75.9046 	EXP 	window1: recordFrameIntervals = False
75.9046 	WARNING 	We overshot the intended duration of ITI_isi by 0.5022s. The intervening code took too long to execute.
75.9052 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
75.9056 	EXP 	New trial (rep=0, index=0): None
75.9126 	EXP 	fixed_fixation: autoDraw = True
78.5540 	DATA 	Keypress: space
78.7878 	DATA 	Keypress: space
79.0047 	DATA 	Keypress: space
79.0210 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
79.0215 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
79.0219 	EXP 	New trial (rep=0, index=0): None
79.0526 	EXP 	fixed_fixation: autoDraw = False
79.0526 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 6.7'
79.0526 	EXP 	feedback_score: autoDraw = True
79.2211 	DATA 	Keypress: space
80.0220 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
80.8251 	EXP 	New trial (rep=10, index=0): None
80.8252 	EXP 	window1: recordFrameIntervals = False
80.8252 	EXP 	window1: recordFrameIntervals = False
80.8398 	EXP 	feedback_score: autoDraw = False
80.8399 	EXP 	window1: recordFrameIntervals = False
82.0568 	EXP 	window1: recordFrameIntervals = False
82.0568 	WARNING 	We overshot the intended duration of ITI_isi by 0.7315s. The intervening code took too long to execute.
82.0574 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
82.0577 	EXP 	New trial (rep=0, index=0): None
82.0756 	EXP 	fixed_fixation: autoDraw = True
84.4334 	DATA 	Keypress: space
84.7005 	DATA 	Keypress: space
84.9344 	DATA 	Keypress: space
85.1850 	DATA 	Keypress: space
85.2011 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
85.2016 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
85.2021 	EXP 	New trial (rep=0, index=0): None
85.2323 	EXP 	fixed_fixation: autoDraw = False
85.2323 	EXP 	feedback_score: text = 'Your trial score is 0.6. \nYour total score is 7.3'
85.2323 	EXP 	feedback_score: autoDraw = True
85.4518 	DATA 	Keypress: space
86.2022 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
87.0170 	EXP 	New trial (rep=11, index=0): None
87.0171 	EXP 	window1: recordFrameIntervals = False
87.0171 	EXP 	window1: recordFrameIntervals = False
87.0362 	EXP 	feedback_score: autoDraw = False
87.0364 	EXP 	window1: recordFrameIntervals = False
87.9570 	EXP 	window1: recordFrameIntervals = False
87.9570 	WARNING 	We overshot the intended duration of ITI_isi by 0.4399s. The intervening code took too long to execute.
87.9576 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
87.9580 	EXP 	New trial (rep=0, index=0): None
87.9715 	EXP 	fixed_fixation: autoDraw = True
91.7152 	DATA 	Keypress: space
91.7315 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
91.7319 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
91.7323 	EXP 	New trial (rep=0, index=0): None
91.7630 	EXP 	fixed_fixation: autoDraw = False
91.7630 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 8.2'
91.7630 	EXP 	feedback_score: autoDraw = True
91.9491 	DATA 	Keypress: space
92.1997 	DATA 	Keypress: space
92.7326 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
93.5359 	EXP 	New trial (rep=12, index=0): None
93.5360 	EXP 	window1: recordFrameIntervals = False
93.5360 	EXP 	window1: recordFrameIntervals = False
93.5501 	EXP 	feedback_score: autoDraw = False
93.5502 	EXP 	window1: recordFrameIntervals = False
94.7757 	EXP 	window1: recordFrameIntervals = False
94.7758 	WARNING 	We overshot the intended duration of ITI_isi by 0.7397s. The intervening code took too long to execute.
94.7765 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
94.7768 	EXP 	New trial (rep=0, index=0): None
94.7861 	EXP 	fixed_fixation: autoDraw = True
97.3940 	DATA 	Keypress: space
97.6279 	DATA 	Keypress: space
97.8612 	DATA 	Keypress: space
97.8776 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
97.8779 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
97.8782 	EXP 	New trial (rep=0, index=0): None
97.9094 	EXP 	fixed_fixation: autoDraw = False
97.9094 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 8.9'
97.9094 	EXP 	feedback_score: autoDraw = True
98.1123 	DATA 	Keypress: space
98.3461 	DATA 	Keypress: space
98.8792 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
99.6800 	EXP 	New trial (rep=13, index=0): None
99.6801 	EXP 	window1: recordFrameIntervals = False
99.6801 	EXP 	window1: recordFrameIntervals = False
99.6966 	EXP 	feedback_score: autoDraw = False
99.6967 	EXP 	window1: recordFrameIntervals = False
101.0962 	EXP 	window1: recordFrameIntervals = False
101.0962 	WARNING 	We overshot the intended duration of ITI_isi by 0.9161s. The intervening code took too long to execute.
101.0968 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
101.0971 	EXP 	New trial (rep=0, index=0): None
101.1162 	EXP 	fixed_fixation: autoDraw = True
103.1563 	DATA 	Keypress: space
103.4227 	DATA 	Keypress: space
103.6572 	DATA 	Keypress: space
103.9246 	DATA 	Keypress: space
104.2087 	DATA 	Keypress: space
104.2253 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
104.2258 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
104.2263 	EXP 	New trial (rep=0, index=0): None
104.2562 	EXP 	fixed_fixation: autoDraw = False
104.2562 	EXP 	feedback_score: text = 'Your trial score is 0.5. \nYour total score is 9.4'
104.2562 	EXP 	feedback_score: autoDraw = True
104.4423 	DATA 	Keypress: space
105.2262 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
106.0316 	EXP 	New trial (rep=14, index=0): None
106.0317 	EXP 	window1: recordFrameIntervals = False
106.0317 	EXP 	window1: recordFrameIntervals = False
106.0435 	EXP 	feedback_score: autoDraw = False
106.0436 	EXP 	window1: recordFrameIntervals = False
106.7477 	EXP 	window1: recordFrameIntervals = False
106.7477 	WARNING 	We overshot the intended duration of ITI_isi by 0.2160s. The intervening code took too long to execute.
106.7483 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
106.7486 	EXP 	New trial (rep=0, index=0): None
106.7618 	EXP 	fixed_fixation: autoDraw = True
110.0711 	DATA 	Keypress: space
110.0876 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
110.0881 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
110.0886 	EXP 	New trial (rep=0, index=0): None
110.1187 	EXP 	fixed_fixation: autoDraw = False
110.1187 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 10.3'
110.1187 	EXP 	feedback_score: autoDraw = True
110.3385 	DATA 	Keypress: space
110.5715 	DATA 	Keypress: space
111.0882 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
111.9527 	EXP 	New trial (rep=15, index=0): None
111.9528 	EXP 	window1: recordFrameIntervals = False
111.9529 	EXP 	window1: recordFrameIntervals = False
111.9727 	EXP 	feedback_score: autoDraw = False
111.9731 	EXP 	window1: recordFrameIntervals = False
112.5949 	EXP 	window1: recordFrameIntervals = False
112.5950 	WARNING 	We overshot the intended duration of ITI_isi by 0.1421s. The intervening code took too long to execute.
112.5956 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
112.5959 	EXP 	New trial (rep=0, index=0): None
112.6074 	EXP 	fixed_fixation: autoDraw = True
116.0166 	DATA 	Keypress: space
116.0330 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
116.0334 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
116.0338 	EXP 	New trial (rep=0, index=0): None
116.0648 	EXP 	fixed_fixation: autoDraw = False
116.0648 	EXP 	feedback_score: text = 'Your trial score is 0.9. \nYour total score is 11.2'
116.0648 	EXP 	feedback_score: autoDraw = True
116.2518 	DATA 	Keypress: space
116.4844 	DATA 	Keypress: space
117.0345 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
117.8435 	EXP 	New trial (rep=16, index=0): None
117.8436 	EXP 	window1: recordFrameIntervals = False
117.8437 	EXP 	window1: recordFrameIntervals = False
117.8519 	EXP 	feedback_score: autoDraw = False
117.8520 	EXP 	window1: recordFrameIntervals = False
119.0728 	EXP 	window1: recordFrameIntervals = False
119.0728 	WARNING 	We overshot the intended duration of ITI_isi by 0.7291s. The intervening code took too long to execute.
119.0735 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
119.0738 	EXP 	New trial (rep=0, index=0): None
119.0879 	EXP 	fixed_fixation: autoDraw = True
121.7116 	DATA 	Keypress: space
121.9635 	DATA 	Keypress: space
122.1801 	DATA 	Keypress: space
122.1963 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
122.1967 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
122.1971 	EXP 	New trial (rep=0, index=0): None
122.2279 	EXP 	fixed_fixation: autoDraw = False
122.2279 	EXP 	feedback_score: text = 'Your trial score is 0.7. \nYour total score is 11.9'
122.2279 	EXP 	feedback_score: autoDraw = True
122.3974 	DATA 	Keypress: space
123.1975 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
124.0053 	EXP 	New trial (rep=17, index=0): None
124.0054 	EXP 	window1: recordFrameIntervals = False
124.0054 	EXP 	window1: recordFrameIntervals = False
124.0150 	EXP 	feedback_score: autoDraw = False
124.0152 	EXP 	window1: recordFrameIntervals = False
124.9649 	EXP 	window1: recordFrameIntervals = False
124.9649 	WARNING 	We overshot the intended duration of ITI_isi by 0.4595s. The intervening code took too long to execute.
124.9655 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
124.9659 	EXP 	New trial (rep=0, index=0): None
124.9838 	EXP 	fixed_fixation: autoDraw = True
126.7057 	DATA 	Keypress: space
126.9414 	DATA 	Keypress: space
127.1904 	DATA 	Keypress: space
127.4243 	DATA 	Keypress: space
127.6596 	DATA 	Keypress: space
127.9759 	DATA 	Keypress: space
127.9919 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
127.9923 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
127.9928 	EXP 	New trial (rep=0, index=0): None
128.0236 	EXP 	fixed_fixation: autoDraw = False
128.0236 	EXP 	feedback_score: text = 'Your trial score is 0.4. \nYour total score is 12.3'
128.0236 	EXP 	feedback_score: autoDraw = True
128.1930 	DATA 	Keypress: space
128.9935 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
129.7943 	EXP 	New trial (rep=18, index=0): None
129.7944 	EXP 	window1: recordFrameIntervals = False
129.7945 	EXP 	window1: recordFrameIntervals = False
129.8107 	EXP 	feedback_score: autoDraw = False
129.8108 	EXP 	window1: recordFrameIntervals = False
131.0751 	EXP 	window1: recordFrameIntervals = False
131.0751 	WARNING 	We overshot the intended duration of ITI_isi by 0.7806s. The intervening code took too long to execute.
131.0757 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
131.0760 	EXP 	New trial (rep=0, index=0): None
131.0968 	EXP 	fixed_fixation: autoDraw = True
132.6191 	DATA 	Keypress: space
132.8536 	DATA 	Keypress: space
133.0700 	DATA 	Keypress: space
133.3203 	DATA 	Keypress: space
133.5551 	DATA 	Keypress: space
133.7711 	DATA 	Keypress: space
134.0045 	DATA 	Keypress: space
134.2225 	DATA 	Keypress: space
134.2387 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
134.2391 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
134.2395 	EXP 	New trial (rep=0, index=0): None
134.2701 	EXP 	fixed_fixation: autoDraw = False
134.2701 	EXP 	feedback_score: text = 'Your trial score is 0.2. \nYour total score is 12.5'
134.2701 	EXP 	feedback_score: autoDraw = True
134.4581 	DATA 	Keypress: space
135.2400 	EXP 	Created sequence: random, trialTypes=1, nReps=0, seed=None
136.0345 	EXP 	New trial (rep=19, index=0): None
136.0346 	EXP 	window1: recordFrameIntervals = False
136.0346 	EXP 	window1: recordFrameIntervals = False
136.0406 	EXP 	feedback_score: autoDraw = False
136.0407 	EXP 	window1: recordFrameIntervals = False
136.9277 	EXP 	window1: recordFrameIntervals = False
136.9278 	WARNING 	We overshot the intended duration of ITI_isi by 0.3931s. The intervening code took too long to execute.
136.9284 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
136.9287 	EXP 	New trial (rep=0, index=0): None
136.9426 	EXP 	fixed_fixation: autoDraw = True
139.1329 	DATA 	Keypress: space
139.3994 	DATA 	Keypress: space
139.6342 	DATA 	Keypress: space
139.8675 	DATA 	Keypress: space
140.1183 	DATA 	Keypress: space
